x1,x2,x3,x4,x5,x6,Lift,Drag
0.0,0.0,0.0,0.0,0.0,0.0,0.297268718104,0.00989295800806
0.5,0.5,0.5,0.5,0.5,0.5,0.686885456487,0.019343326473099998
0.75,0.25,0.75,0.25,0.75,0.25,0.7481003336800001,0.020819392452599998
0.25,0.75,0.25,0.75,0.25,0.75,0.584848139425,0.022970401795
0.375,0.375,0.625,0.125,0.875,0.875,0.714569490026,0.0245094055169
0.875,0.875,0.125,0.625,0.375,0.375,0.716082910678,0.0374628135193
0.625,0.125,0.375,0.375,0.125,0.625,0.418382433696,0.0155637994939
0.125,0.625,0.875,0.875,0.625,0.125,0.900083534897,0.051073805949
0.1875,0.3125,0.3125,0.6875,0.5625,0.1875,0.553472443121,0.0141093378602
0.6875,0.8125,0.8125,0.1875,0.0625,0.6875,0.878049982595,0.0537805715211
0.9375,0.0625,0.5625,0.9375,0.3125,0.4375,0.526863358442,0.0160333518206
0.4375,0.5625,0.0625,0.4375,0.8125,0.9375,0.558150961724,0.021949942655799998
0.3125,0.1875,0.9375,0.5625,0.4375,0.8125,0.645856842054,0.020665640824799998
0.8125,0.6875,0.4375,0.0625,0.9375,0.3125,0.865607987956,0.052419338421700004
0.5625,0.4375,0.1875,0.8125,0.6875,0.5625,0.568494405107,0.0172292284966
0.0625,0.9375,0.6875,0.3125,0.1875,0.0625,0.912331946903,0.0663013139744
0.09375,0.46875,0.84375,0.40625,0.28125,0.34375,0.738944026868,0.023569747302099996
0.59375,0.96875,0.34375,0.90625,0.78125,0.84375,0.8035279580239999,0.0769773090401
0.84375,0.21875,0.09375,0.15625,0.53125,0.09375,0.492366880531,0.0121653768273
0.34375,0.71875,0.59375,0.65625,0.03125,0.59375,0.686015009452,0.027992757341999998
0.46875,0.09375,0.46875,0.28125,0.65625,0.71875,0.521141404104,0.017747098479599998
0.96875,0.59375,0.96875,0.78125,0.15625,0.21875,0.901770714461,0.0404053577558
0.71875,0.34375,0.71875,0.03125,0.40625,0.96875,0.636701704455,0.0203082437471
0.21875,0.84375,0.21875,0.53125,0.90625,0.46875,0.763414798541,0.057815737624900006
0.15625,0.15625,0.53125,0.84375,0.84375,0.40625,0.60510073678,0.0167915377724
0.65625,0.65625,0.03125,0.34375,0.34375,0.90625,0.47407928866800003,0.0161585720975
0.90625,0.40625,0.28125,0.59375,0.09375,0.15625,0.503251163364,0.014133380212700001
0.40625,0.90625,0.78125,0.09375,0.59375,0.65625,0.952968228333,0.0843196423886
0.28125,0.28125,0.15625,0.96875,0.21875,0.53125,0.398227573789,0.013699185175100001
0.78125,0.78125,0.65625,0.46875,0.71875,0.03125,0.974619020915,0.06978822677610001
0.53125,0.03125,0.90625,0.71875,0.96875,0.78125,0.692420635354,0.0217335422455
0.03125,0.53125,0.40625,0.21875,0.46875,0.28125,0.641406584645,0.0178801734107
0.046875,0.26561999999999997,0.60938,0.57812,0.70312,0.64062,0.613094904759,0.018731005299099997
0.54688,0.76562,0.10937999999999999,0.078125,0.20312,0.14062,0.591091324204,0.019472996399400002
0.79688,0.015625,0.35938000000000003,0.8281200000000001,0.45311999999999997,0.8906200000000001,0.441879527861,0.0154837312076
0.29688000000000003,0.51562,0.8593799999999999,0.32811999999999997,0.9531200000000001,0.39061999999999997,0.895575872719,0.0476872088735
0.42188000000000003,0.14062,0.23438,0.70312,0.32811999999999997,0.26561999999999997,0.442264726466,0.012520125109000002
0.9218799999999999,0.64062,0.73438,0.20312,0.8281200000000001,0.76562,0.9001497386120001,0.0571690758285
0.67188,0.39061999999999997,0.9843799999999999,0.9531200000000001,0.57812,0.015625,0.8988316435629999,0.0311529726025
0.17188,0.8906200000000001,0.48438000000000003,0.45311999999999997,0.078125,0.51562,0.7453393040780001,0.0419653219427
0.23438,0.078125,0.79688,0.14062,0.14062,0.57812,0.513908723555,0.019152341144
0.73438,0.57812,0.29688000000000003,0.64062,0.64062,0.078125,0.725983680266,0.0249325212702
0.9843799999999999,0.32811999999999997,0.046875,0.39061999999999997,0.8906200000000001,0.8281200000000001,0.526506069183,0.016769035049
0.48438000000000003,0.8281200000000001,0.54688,0.8906200000000001,0.39061999999999997,0.32811999999999997,0.8615577015520001,0.0519687536018
0.35938000000000003,0.45311999999999997,0.42188000000000003,0.015625,0.76562,0.45311999999999997,0.684618943714,0.021296712743599996
0.8593799999999999,0.9531200000000001,0.9218799999999999,0.51562,0.26561999999999997,0.9531200000000001,1.00245813684,0.0904279078238
0.60938,0.20312,0.67188,0.26561999999999997,0.015625,0.20312,0.5370294720750001,0.0171834106938
0.10937999999999999,0.70312,0.17188,0.76562,0.51562,0.70312,0.600491153232,0.0241641626694
0.078125,0.23438,0.26561999999999997,0.9843799999999999,0.9843799999999999,0.9843799999999999,0.528437336269,0.016434243613400002
0.57812,0.73438,0.76562,0.48438000000000003,0.48438000000000003,0.48438000000000003,0.9122646592839999,0.0550612697456
0.8281200000000001,0.48438000000000003,0.51562,0.73438,0.23438,0.73438,0.600175236286,0.0191418337803
0.32811999999999997,0.9843799999999999,0.015625,0.23438,0.73438,0.23438,0.7315655057580001,0.059902807536500007
0.45311999999999997,0.35938000000000003,0.8906200000000001,0.8593799999999999,0.10937999999999999,0.10937999999999999,0.6911804675859999,0.021497271297299995
0.9531200000000001,0.8593799999999999,0.39061999999999997,0.35938000000000003,0.60938,0.60938,0.8382373736550001,0.0603874182981
0.70312,0.10937999999999999,0.14062,0.60938,0.8593799999999999,0.35938000000000003,0.510601276666,0.0145182792536
0.20312,0.60938,0.64062,0.10937999999999999,0.35938000000000003,0.8593799999999999,0.70661396117,0.0281550147351
0.14062,0.42188000000000003,0.078125,0.29688000000000003,0.42188000000000003,0.79688,0.42360541186800005,0.013470815936200002
0.64062,0.9218799999999999,0.57812,0.79688,0.9218799999999999,0.29688000000000003,0.948624654065,0.0903499268553
0.8906200000000001,0.17188,0.8281200000000001,0.046875,0.67188,0.54688,0.701795093247,0.0227152018597
0.39061999999999997,0.67188,0.32811999999999997,0.54688,0.17188,0.046875,0.639814393531,0.018722847234599996
0.26561999999999997,0.046875,0.70312,0.42188000000000003,0.54688,0.17188,0.5920708359619999,0.0157635869361
0.76562,0.54688,0.20312,0.9218799999999999,0.046875,0.67188,0.447468015692,0.015240790751200002
0.51562,0.29688000000000003,0.45311999999999997,0.17188,0.29688000000000003,0.42188000000000003,0.536615251765,0.0149344953536
0.015625,0.79688,0.9531200000000001,0.67188,0.79688,0.9218799999999999,0.913409147871,0.082465570876
0.023438,0.39844,0.44531000000000004,0.80469,0.21094000000000002,0.86719,0.477203486984,0.0164809002995
0.52344,0.89844,0.94531,0.30469,0.71094,0.36719,1.03133976259,0.0995542886689
0.77344,0.14844000000000002,0.69531,0.55469,0.96094,0.61719,0.7041338380959999,0.0204519483935
0.27344,0.64844,0.19530999999999998,0.054688,0.46093999999999996,0.11719,0.638326601365,0.0201691211639
0.39844,0.023438,0.82031,0.92969,0.83594,0.24219000000000002,0.667470222874,0.019364093825099998
0.89844,0.52344,0.32031,0.42968999999999996,0.33594,0.74219,0.571881000054,0.0168757921979
0.64844,0.27344,0.070312,0.67969,0.085938,0.49218999999999996,0.359782177867,0.0123765936736
0.14844000000000002,0.77344,0.57031,0.17969000000000002,0.58594,0.99219,0.7721535014030001,0.049978698404
0.21094000000000002,0.21094000000000002,0.13280999999999998,0.49218999999999996,0.64844,0.92969,0.4206898363,0.0154775354041
0.71094,0.71094,0.63281,0.99219,0.14844000000000002,0.42968999999999996,0.7758090772409999,0.0329741187457
0.96094,0.46093999999999996,0.88281,0.24219000000000002,0.39844,0.67969,0.8149754648540001,0.029067386972199998
0.46093999999999996,0.96094,0.38281,0.74219,0.89844,0.17969000000000002,0.887966972449,0.08426818516339998
0.33594,0.33594,0.50781,0.36719,0.27344,0.054688,0.582984641539,0.014671674101499999
0.83594,0.83594,0.0078125,0.86719,0.77344,0.55469,0.69352196847,0.045580746951699995
0.58594,0.085938,0.25781,0.11719,0.52344,0.30469,0.479695190216,0.012845485562499998
0.085938,0.58594,0.75781,0.61719,0.023438,0.80469,0.646662237548,0.0246572471551
0.11719,0.11719,0.66406,0.64844,0.49218999999999996,0.52344,0.556894079106,0.0166315349491
0.61719,0.61719,0.16405999999999998,0.14844000000000002,0.99219,0.023438,0.7636067625499999,0.0353512473763
0.86719,0.36719,0.41406000000000004,0.89844,0.74219,0.77344,0.639482747092,0.019556562261000002
0.36719,0.86719,0.91406,0.39844,0.24219000000000002,0.27344,0.9940901796680001,0.07547888233189999
0.49218999999999996,0.49218999999999996,0.039062,0.52344,0.61719,0.39844,0.528654474745,0.014612612878100001
0.99219,0.99219,0.53906,0.023438,0.11719,0.89844,0.841684739516,0.0634033281477
0.74219,0.24219000000000002,0.78906,0.77344,0.36719,0.14844000000000002,0.683606343294,0.018318417893700003
0.24219000000000002,0.74219,0.28906,0.27344,0.86719,0.64844,0.738032514712,0.0473623795364
0.17969000000000002,0.30469,0.97656,0.085938,0.92969,0.71094,0.813663215677,0.030485086325500003
