x1,x2,x3,x4,x5,x6,Lift,Drag
0.0,0.0,0.0,0.0,0.0,0.0,0.318150871185,0.00493757831881
0.5,0.5,0.5,0.5,0.5,0.5,0.7452511511650001,0.012426896389600001
0.75,0.25,0.75,0.25,0.75,0.25,0.815630622279,0.0109250282559
0.25,0.75,0.25,0.75,0.25,0.75,0.637869664327,0.017135935379700002
0.375,0.375,0.625,0.125,0.875,0.875,0.774692440573,0.0162542686459
0.875,0.875,0.125,0.625,0.375,0.375,0.768457556001,0.0338796957694
0.625,0.125,0.375,0.375,0.125,0.625,0.45282685859899996,0.0076476508754099995
0.125,0.625,0.875,0.875,0.625,0.125,0.952823569465,0.046967909700600004
0.1875,0.3125,0.3125,0.6875,0.5625,0.1875,0.5960756988229999,0.00666419661814
0.6875,0.8125,0.8125,0.1875,0.0625,0.6875,0.9460188286390001,0.0509623338134
0.9375,0.0625,0.5625,0.9375,0.3125,0.4375,0.569146015284,0.00711432085656
0.4375,0.5625,0.0625,0.4375,0.8125,0.9375,0.612180973827,0.0145507384401
0.3125,0.1875,0.9375,0.5625,0.4375,0.8125,0.702196311346,0.010737827846899998
0.8125,0.6875,0.4375,0.0625,0.9375,0.3125,0.9153855392579999,0.0487512510676
0.5625,0.4375,0.1875,0.8125,0.6875,0.5625,0.6254881078419999,0.00876063874175
0.0625,0.9375,0.6875,0.3125,0.1875,0.0625,0.972577437421,0.06487866930530001
0.09375,0.46875,0.84375,0.40625,0.28125,0.34375,0.7964995559970001,0.017012576636700003
0.59375,0.96875,0.34375,0.90625,0.78125,0.84375,0.855350497443,0.07397829497280001
0.84375,0.21875,0.09375,0.15625,0.53125,0.09375,0.530389962978,0.0051565196667600005
0.34375,0.71875,0.59375,0.65625,0.03125,0.59375,0.749154697885,0.02262362676
0.46875,0.09375,0.46875,0.28125,0.65625,0.71875,0.56767298185,0.00838047056835
0.96875,0.59375,0.96875,0.78125,0.15625,0.21875,0.9731427900990001,0.0361239114971
0.71875,0.34375,0.71875,0.03125,0.40625,0.96875,0.701714663168,0.0101288744569
0.21875,0.84375,0.21875,0.53125,0.90625,0.46875,0.8109852851970001,0.0549874698552
0.15625,0.15625,0.53125,0.84375,0.84375,0.40625,0.6596157122199999,0.007377906198720001
0.65625,0.65625,0.03125,0.34375,0.34375,0.90625,0.525035116777,0.00843154991797
0.90625,0.40625,0.28125,0.59375,0.09375,0.15625,0.543285436758,0.006581546499
0.40625,0.90625,0.78125,0.09375,0.59375,0.65625,0.9979633669239999,0.082024920717
0.28125,0.28125,0.15625,0.96875,0.21875,0.53125,0.431872914737,0.0064292348889899995
0.78125,0.78125,0.65625,0.46875,0.71875,0.03125,1.02447750884,0.0666800210284
0.53125,0.03125,0.90625,0.71875,0.96875,0.78125,0.757653371147,0.010145621093299998
0.03125,0.53125,0.40625,0.21875,0.46875,0.28125,0.694813390467,0.011430720216700002
0.046875,0.26561999999999997,0.60938,0.57812,0.70312,0.64062,0.671179363731,0.00919075007035
0.54688,0.76562,0.10937999999999999,0.078125,0.20312,0.14062,0.645527591218,0.014361300535899998
0.79688,0.015625,0.35938000000000003,0.8281200000000001,0.45311999999999997,0.8906200000000001,0.48129457124700004,0.0067655123548500005
0.29688000000000003,0.51562,0.8593799999999999,0.32811999999999997,0.9531200000000001,0.39061999999999997,0.9462497920790001,0.0426918396413
0.42188000000000003,0.14062,0.23438,0.70312,0.32811999999999997,0.26561999999999997,0.476403457219,0.005429611306520001
0.9218799999999999,0.64062,0.73438,0.20312,0.8281200000000001,0.76562,0.9551708517,0.0514362141588
0.67188,0.39061999999999997,0.9843799999999999,0.9531200000000001,0.57812,0.015625,0.944728881451,0.02478309557
0.17188,0.8906200000000001,0.48438000000000003,0.45311999999999997,0.078125,0.51562,0.8096567613160001,0.03887017468869999
0.23438,0.078125,0.79688,0.14062,0.14062,0.57812,0.554695605555,0.010190670862100001
0.73438,0.57812,0.29688000000000003,0.64062,0.64062,0.078125,0.777074652381,0.0191004782806
0.9843799999999999,0.32811999999999997,0.046875,0.39061999999999997,0.8906200000000001,0.8281200000000001,0.581778346691,0.00713849321693
0.48438000000000003,0.8281200000000001,0.54688,0.8906200000000001,0.39061999999999997,0.32811999999999997,0.917556781412,0.049407308186599996
0.35938000000000003,0.45311999999999997,0.42188000000000003,0.015625,0.76562,0.45311999999999997,0.742486225123,0.014324980324799999
0.8593799999999999,0.9531200000000001,0.9218799999999999,0.51562,0.26561999999999997,0.9531200000000001,1.06454154524,0.08841226605460001
0.60938,0.20312,0.67188,0.26561999999999997,0.015625,0.20312,0.578152843062,0.00883531106549
0.10937999999999999,0.70312,0.17188,0.76562,0.51562,0.70312,0.649439312575,0.0191458766857
0.078125,0.23438,0.26561999999999997,0.9843799999999999,0.9843799999999999,0.9843799999999999,0.585019540855,0.0070407379928
0.57812,0.73438,0.76562,0.48438000000000003,0.48438000000000003,0.48438000000000003,0.969289253123,0.051857328641999996
0.8281200000000001,0.48438000000000003,0.51562,0.73438,0.23438,0.73438,0.6602220845960001,0.009524614487719999
0.32811999999999997,0.9843799999999999,0.015625,0.23438,0.73438,0.23438,0.7826559736450001,0.0582123053626
0.45311999999999997,0.35938000000000003,0.8906200000000001,0.8593799999999999,0.10937999999999999,0.10937999999999999,0.747273120419,0.013294215789299998
0.9531200000000001,0.8593799999999999,0.39061999999999997,0.35938000000000003,0.60938,0.60938,0.892319984255,0.05676634840250001
0.70312,0.10937999999999999,0.14062,0.60938,0.8593799999999999,0.35938000000000003,0.555898978365,0.00614532610264
