x1,x2,x3,x4,x5,x6,Lift,Drag
0.0,0.0,0.0,0.0,0.0,0.0,0.19357147439300001,0.028985794961099997
0.5,0.5,0.5,0.5,0.5,0.5,0.40707089227,0.0593056371942
0.75,0.25,0.75,0.25,0.75,0.25,0.467904681212,0.0630859929122
0.25,0.75,0.25,0.75,0.25,0.75,0.324947612624,0.058477069776099996
0.375,0.375,0.625,0.125,0.875,0.875,0.417889030154,0.0730695700968
0.875,0.875,0.125,0.625,0.375,0.375,0.378919316762,0.061291178795499994
0.625,0.125,0.375,0.375,0.125,0.625,0.26609761951,0.046248308378
0.125,0.625,0.875,0.875,0.625,0.125,0.54824713572,0.06932143201610001
0.1875,0.3125,0.3125,0.6875,0.5625,0.1875,0.34567191229500005,0.0481966695225
0.6875,0.8125,0.8125,0.1875,0.0625,0.6875,0.47714728607100004,0.07165568536889999
0.9375,0.0625,0.5625,0.9375,0.3125,0.4375,0.350464567356,0.0504707668951
0.4375,0.5625,0.0625,0.4375,0.8125,0.9375,0.294493169665,0.0701449270444
0.3125,0.1875,0.9375,0.5625,0.4375,0.8125,0.42060742168000004,0.06360065195140001
0.8125,0.6875,0.4375,0.0625,0.9375,0.3125,0.513711663821,0.07708596151760001
0.5625,0.4375,0.1875,0.8125,0.6875,0.5625,0.32031245839,0.0602510801826
0.0625,0.9375,0.6875,0.3125,0.1875,0.0625,0.517841497105,0.06529677277859999
0.09375,0.46875,0.84375,0.40625,0.28125,0.34375,0.454766788103,0.0578089825199
0.59375,0.96875,0.34375,0.90625,0.78125,0.84375,0.45047342308999994,0.09226444729410001
0.84375,0.21875,0.09375,0.15625,0.53125,0.09375,0.306207152435,0.0438004332177
0.34375,0.71875,0.59375,0.65625,0.03125,0.59375,0.381554214142,0.059405757564599995
0.46875,0.09375,0.46875,0.28125,0.65625,0.71875,0.325985096204,0.0576753375137
0.96875,0.59375,0.96875,0.78125,0.15625,0.21875,0.53655296264,0.0664342345345
0.71875,0.34375,0.71875,0.03125,0.40625,0.96875,0.39150532039,0.0667714420362
0.21875,0.84375,0.21875,0.53125,0.90625,0.46875,0.41680970184199995,0.075494170411
0.15625,0.15625,0.53125,0.84375,0.84375,0.40625,0.380487622139,0.057160772681800004
0.65625,0.65625,0.03125,0.34375,0.34375,0.90625,0.261575776738,0.0613635889014
0.90625,0.40625,0.28125,0.59375,0.09375,0.15625,0.32163246571,0.0437198609143
0.40625,0.90625,0.78125,0.09375,0.59375,0.65625,0.566396327295,0.0889999215911
0.28125,0.28125,0.15625,0.96875,0.21875,0.53125,0.248547118773,0.0455801071403
0.78125,0.78125,0.65625,0.46875,0.71875,0.03125,0.5713037827899999,0.07627311311860001
0.53125,0.03125,0.90625,0.71875,0.96875,0.78125,0.461952360925,0.0716061642798
0.03125,0.53125,0.40625,0.21875,0.46875,0.28125,0.381723711197,0.0519870284581
0.046875,0.26561999999999997,0.60938,0.57812,0.70312,0.64062,0.37455663120300003,0.0600652851614
0.54688,0.76562,0.10937999999999999,0.078125,0.20312,0.14062,0.325176731292,0.0490102030124
0.79688,0.015625,0.35938000000000003,0.8281200000000001,0.45311999999999997,0.8906200000000001,0.284486040723,0.054273740271899996
0.29688000000000003,0.51562,0.8593799999999999,0.32811999999999997,0.9531200000000001,0.39061999999999997,0.559023603705,0.0785842779878
0.42188000000000003,0.14062,0.23438,0.70312,0.32811999999999997,0.26561999999999997,0.286267651861,0.04198932015719999
0.9218799999999999,0.64062,0.73438,0.20312,0.8281200000000001,0.76562,0.525827131179,0.08709951430770001
0.67188,0.39061999999999997,0.9843799999999999,0.9531200000000001,0.57812,0.015625,0.555848480633,0.06513924047
0.17188,0.8906200000000001,0.48438000000000003,0.45311999999999997,0.078125,0.51562,0.396767973151,0.060816953015199994
0.23438,0.078125,0.79688,0.14062,0.14062,0.57812,0.346367275929,0.0516009940451
0.73438,0.57812,0.29688000000000003,0.64062,0.64062,0.078125,0.41615214501599995,0.0578190200275
0.9843799999999999,0.32811999999999997,0.046875,0.39061999999999997,0.8906200000000001,0.8281200000000001,0.298528033889,0.06656142460640001
0.48438000000000003,0.8281200000000001,0.54688,0.8906200000000001,0.39061999999999997,0.32811999999999997,0.475424626096,0.0664430962919
0.35938000000000003,0.45311999999999997,0.42188000000000003,0.015625,0.76562,0.45311999999999997,0.39292827033100003,0.0621996529995
0.8593799999999999,0.9531200000000001,0.9218799999999999,0.51562,0.26561999999999997,0.9531200000000001,0.5924739014429999,0.09669940547
0.60938,0.20312,0.67188,0.26561999999999997,0.015625,0.20312,0.36185527653899996,0.045636991356300005
0.10937999999999999,0.70312,0.17188,0.76562,0.51562,0.70312,0.319746226661,0.0595577397867
0.078125,0.23438,0.26561999999999997,0.9843799999999999,0.9843799999999999,0.9843799999999999,0.32003927542800004,0.0648286989341
0.57812,0.73438,0.76562,0.48438000000000003,0.48438000000000003,0.48438000000000003,0.5324828865969999,0.07416878400489998
0.8281200000000001,0.48438000000000003,0.51562,0.73438,0.23438,0.73438,0.37089471079,0.0606523739162
0.32811999999999997,0.9843799999999999,0.015625,0.23438,0.73438,0.23438,0.377189161303,0.0701528677393
0.45311999999999997,0.35938000000000003,0.8906200000000001,0.8593799999999999,0.10937999999999999,0.10937999999999999,0.453135515885,0.053214896015499995
0.9531200000000001,0.8593799999999999,0.39061999999999997,0.35938000000000003,0.60938,0.60938,0.457917503645,0.0805593457737
0.70312,0.10937999999999999,0.14062,0.60938,0.8593799999999999,0.35938000000000003,0.309809487697,0.05321339020330001
0.20312,0.60938,0.64062,0.10937999999999999,0.35938000000000003,0.8593799999999999,0.406102263396,0.0662170724104
0.14062,0.42188000000000003,0.078125,0.29688000000000003,0.42188000000000003,0.79688,0.246391989862,0.052392092079300005
0.64062,0.9218799999999999,0.57812,0.79688,0.9218799999999999,0.29688000000000003,0.607036860154,0.09553804061730001
0.8906200000000001,0.17188,0.8281200000000001,0.046875,0.67188,0.54688,0.4480332524600001,0.06798392429309999
0.39061999999999997,0.67188,0.32811999999999997,0.54688,0.17188,0.046875,0.374703083142,0.047538552860000007
0.26561999999999997,0.046875,0.70312,0.42188000000000003,0.54688,0.17188,0.39907217879,0.049894036856199996
0.76562,0.54688,0.20312,0.9218799999999999,0.046875,0.67188,0.259907664107,0.0504582038186
0.51562,0.29688000000000003,0.45311999999999997,0.17188,0.29688000000000003,0.42188000000000003,0.34361919470200003,0.0496330981018
0.015625,0.79688,0.9531200000000001,0.67188,0.79688,0.9218799999999999,0.551786237112,0.09651541996580001
0.023438,0.39844,0.44531000000000004,0.80469,0.21094000000000002,0.86719,0.29814154786499997,0.0546022200784
0.52344,0.89844,0.94531,0.30469,0.71094,0.36719,0.641885866583,0.096965645537
0.77344,0.14844000000000002,0.69531,0.55469,0.96094,0.61719,0.454079028603,0.06881349994630001
0.27344,0.64844,0.19530999999999998,0.054688,0.46093999999999996,0.11719,0.360412601353,0.049850661048400004
0.39844,0.023438,0.82031,0.92969,0.83594,0.24219000000000002,0.440256471998,0.059348070282500005
0.89844,0.52344,0.32031,0.42968999999999996,0.33594,0.74219,0.339607935483,0.0596115152314
0.64844,0.27344,0.070312,0.67969,0.085938,0.49218999999999996,0.220926852407,0.04250347095430001
0.14844000000000002,0.77344,0.57031,0.17969000000000002,0.58594,0.99219,0.428449428487,0.0779210490855
0.21094000000000002,0.21094000000000002,0.13280999999999998,0.49218999999999996,0.64844,0.92969,0.24652878643599999,0.0577430298369
0.71094,0.71094,0.63281,0.99219,0.14844000000000002,0.42968999999999996,0.435362518869,0.0618824073577
0.96094,0.46093999999999996,0.88281,0.24219000000000002,0.39844,0.67969,0.482839453714,0.0701400686642
0.46093999999999996,0.96094,0.38281,0.74219,0.89844,0.17969000000000002,0.524174961836,0.08683553056780001
0.33594,0.33594,0.50781,0.36719,0.27344,0.054688,0.382006015163,0.0451782240755
0.83594,0.83594,0.0078125,0.86719,0.77344,0.55469,0.34892862972800004,0.074418183966
0.58594,0.085938,0.25781,0.11719,0.52344,0.30469,0.308329117298,0.0454234799443
0.085938,0.58594,0.75781,0.61719,0.023438,0.80469,0.38028351273,0.060729095938300004
0.11719,0.11719,0.66406,0.64844,0.49218999999999996,0.52344,0.36836713638499996,0.0526061245153
