x1,x2,x3,x4,x5,x6,Lift,Drag
0.0,0.0,0.0,0.0,0.0,0.0,0.257526139366,0.017747834226400003
0.5,0.5,0.5,0.5,0.5,0.5,0.574265830783,0.0351441924681
0.75,0.25,0.75,0.25,0.75,0.25,0.633731821923,0.039942447046900004
0.25,0.75,0.25,0.75,0.25,0.75,0.481558564638,0.0353075749078
0.375,0.375,0.625,0.125,0.875,0.875,0.59004358905,0.043328332266
0.875,0.875,0.125,0.625,0.375,0.375,0.592757875568,0.045152148274499995
0.625,0.125,0.375,0.375,0.125,0.625,0.359783896325,0.0278113767777
0.125,0.625,0.875,0.875,0.625,0.125,0.7908326538670001,0.058512368821400006
0.1875,0.3125,0.3125,0.6875,0.5625,0.1875,0.47964664013999997,0.02730253869
0.6875,0.8125,0.8125,0.1875,0.0625,0.6875,0.7232000098289999,0.0582704105998
0.9375,0.0625,0.5625,0.9375,0.3125,0.4375,0.458713992136,0.0310463227267
0.4375,0.5625,0.0625,0.4375,0.8125,0.9375,0.45475027789399997,0.0393364258247
0.3125,0.1875,0.9375,0.5625,0.4375,0.8125,0.552906067397,0.0389223951091
0.8125,0.6875,0.4375,0.0625,0.9375,0.3125,0.75007540613,0.0611619349806
0.5625,0.4375,0.1875,0.8125,0.6875,0.5625,0.47005257183,0.0340481235943
0.0625,0.9375,0.6875,0.3125,0.1875,0.0625,0.790575359132,0.06826738210160001
0.09375,0.46875,0.84375,0.40625,0.28125,0.34375,0.623144887768,0.0378017751931
0.59375,0.96875,0.34375,0.90625,0.78125,0.84375,0.691245461471,0.0837893055796
0.84375,0.21875,0.09375,0.15625,0.53125,0.09375,0.42464842934,0.0250838925673
0.34375,0.71875,0.59375,0.65625,0.03125,0.59375,0.556738203997,0.039685783642599996
0.46875,0.09375,0.46875,0.28125,0.65625,0.71875,0.44372829417099996,0.033754087086
0.96875,0.59375,0.96875,0.78125,0.15625,0.21875,0.752711520061,0.04941296869680001
0.71875,0.34375,0.71875,0.03125,0.40625,0.96875,0.53509611717,0.0395194518696
0.21875,0.84375,0.21875,0.53125,0.90625,0.46875,0.6468982580470001,0.0643020905614
0.15625,0.15625,0.53125,0.84375,0.84375,0.40625,0.51579831954,0.034112678313
0.65625,0.65625,0.03125,0.34375,0.34375,0.90625,0.38651729700599996,0.033327532812
0.90625,0.40625,0.28125,0.59375,0.09375,0.15625,0.43397961751100006,0.0264580616026
0.40625,0.90625,0.78125,0.09375,0.59375,0.65625,0.8468682530580001,0.08842081494110002
0.28125,0.28125,0.15625,0.96875,0.21875,0.53125,0.340287770754,0.025963380935200002
0.78125,0.78125,0.65625,0.46875,0.71875,0.03125,0.850375913099,0.0739892232131
0.53125,0.03125,0.90625,0.71875,0.96875,0.78125,0.595691074861,0.0419679340171
0.03125,0.53125,0.40625,0.21875,0.46875,0.28125,0.536667418947,0.0319885109094
0.046875,0.26561999999999997,0.60938,0.57812,0.70312,0.64062,0.516046460294,0.035737057385699995
0.54688,0.76562,0.10937999999999999,0.078125,0.20312,0.14062,0.485645710032,0.0305426906483
0.79688,0.015625,0.35938000000000003,0.8281200000000001,0.45311999999999997,0.8906200000000001,0.377795535587,0.0306806325684
0.29688000000000003,0.51562,0.8593799999999999,0.32811999999999997,0.9531200000000001,0.39061999999999997,0.785160313915,0.058973607291299995
0.42188000000000003,0.14062,0.23438,0.70312,0.32811999999999997,0.26561999999999997,0.383418833575,0.0248998798984
0.9218799999999999,0.64062,0.73438,0.20312,0.8281200000000001,0.76562,0.781028819762,0.0686132600704
0.67188,0.39061999999999997,0.9843799999999999,0.9531200000000001,0.57812,0.015625,0.773700581851,0.0436741905215
0.17188,0.8906200000000001,0.48438000000000003,0.45311999999999997,0.078125,0.51562,0.6091602068909999,0.04739395485759999
0.23438,0.078125,0.79688,0.14062,0.14062,0.57812,0.44877773553800004,0.0329599371253
0.73438,0.57812,0.29688000000000003,0.64062,0.64062,0.078125,0.612054306405,0.0372871928459
0.9843799999999999,0.32811999999999997,0.046875,0.39061999999999997,0.8906200000000001,0.8281200000000001,0.43725349719499995,0.035501607396300004
