density,radius,drag_coefficient,mass,h,alpha,v0,x_max
0.5,0.5,0.5,0.5,0.5,0.5,0.5,17.773342026273557
0.75,0.25,0.75,0.25,0.75,0.25,0.75,17.84093563809914
0.25,0.75,0.25,0.75,0.25,0.75,0.25,17.75888049822776
0.375,0.375,0.625,0.125,0.875,0.875,0.125,16.147378278244947
0.875,0.875,0.125,0.625,0.375,0.375,0.625,16.347117559807774
0.625,0.125,0.375,0.375,0.125,0.625,0.875,19.952987783215395
0.125,0.625,0.875,0.875,0.625,0.125,0.375,18.660303362376126
0.1875,0.3125,0.3125,0.6875,0.5625,0.1875,0.0625,20.10361389618833
0.6875,0.8125,0.8125,0.1875,0.0625,0.6875,0.5625,12.302686230374894
0.9375,0.0625,0.5625,0.9375,0.3125,0.4375,0.8125,21.098868308418176
0.4375,0.5625,0.0625,0.4375,0.8125,0.9375,0.3125,17.551831669515057
0.3125,0.1875,0.9375,0.5625,0.4375,0.8125,0.1875,18.157195455467487
0.8125,0.6875,0.4375,0.0625,0.9375,0.3125,0.6875,14.874335741422422
0.5625,0.4375,0.1875,0.8125,0.6875,0.5625,0.9375,20.29853884736779
0.0625,0.9375,0.6875,0.3125,0.1875,0.0625,0.4375,16.40677110265016
0.09375,0.46875,0.84375,0.40625,0.28125,0.34375,0.53125,18.34062759019458
0.59375,0.96875,0.34375,0.90625,0.78125,0.84375,0.03125,15.282638002886655
0.84375,0.21875,0.09375,0.15625,0.53125,0.09375,0.28125,18.92463079340279
0.34375,0.71875,0.59375,0.65625,0.03125,0.59375,0.78125,16.86175875410275
0.46875,0.09375,0.46875,0.28125,0.65625,0.71875,0.65625,19.61427419452973
0.96875,0.59375,0.96875,0.78125,0.15625,0.21875,0.15625,15.666571394095723
0.71875,0.34375,0.71875,0.03125,0.40625,0.96875,0.40625,14.270043768982582
0.21875,0.84375,0.21875,0.53125,0.90625,0.46875,0.90625,17.812788746773172
0.15625,0.15625,0.53125,0.84375,0.84375,0.40625,0.59375,22.38545647746812
0.65625,0.65625,0.03125,0.34375,0.34375,0.90625,0.09375,16.075252778995445
0.90625,0.40625,0.28125,0.59375,0.09375,0.15625,0.34375,18.47740174357326
0.40625,0.90625,0.78125,0.09375,0.59375,0.65625,0.84375,11.753044235831938
0.28125,0.28125,0.15625,0.96875,0.21875,0.53125,0.71875,22.83725136452342
0.78125,0.78125,0.65625,0.46875,0.71875,0.03125,0.21875,15.530417549971556
0.53125,0.03125,0.90625,0.71875,0.96875,0.78125,0.46875,19.545970705805182
0.03125,0.53125,0.40625,0.21875,0.46875,0.28125,0.96875,19.49970547571285
0.046875,0.265625,0.609375,0.578125,0.703125,0.640625,0.265625,19.899871531663095
0.546875,0.765625,0.109375,0.078125,0.203125,0.140625,0.765625,16.96273835423836
0.796875,0.015625,0.359375,0.828125,0.453125,0.890625,0.515625,20.7294123569579
0.296875,0.515625,0.859375,0.328125,0.953125,0.390625,0.015625,16.359721740534585
0.421875,0.140625,0.234375,0.703125,0.328125,0.265625,0.390625,21.709360786106394
0.921875,0.640625,0.734375,0.203125,0.828125,0.765625,0.890625,11.577674914094308
0.671875,0.390625,0.984375,0.953125,0.578125,0.015625,0.640625,18.97777363483873
0.171875,0.890625,0.484375,0.453125,0.078125,0.515625,0.140625,16.08466351702226
0.234375,0.078125,0.796875,0.140625,0.140625,0.578125,0.328125,18.878181434171534
0.734375,0.578125,0.296875,0.640625,0.640625,0.078125,0.828125,18.945624746433317
0.984375,0.328125,0.046875,0.390625,0.890625,0.828125,0.578125,17.705228924049777
0.484375,0.828125,0.546875,0.890625,0.390625,0.328125,0.078125,16.692754368916138
0.359375,0.453125,0.421875,0.015625,0.765625,0.453125,0.453125,17.23848321995591
0.859375,0.953125,0.921875,0.515625,0.265625,0.953125,0.953125,7.7075854706847124
0.609375,0.203125,0.671875,0.265625,0.015625,0.203125,0.703125,18.960786469378036
0.109375,0.703125,0.171875,0.765625,0.515625,0.703125,0.203125,18.755954106296553
0.078125,0.234375,0.265625,0.984375,0.984375,0.984375,0.796875,22.675326406551626
0.578125,0.734375,0.765625,0.484375,0.484375,0.484375,0.296875,15.23301470772395
0.828125,0.484375,0.515625,0.734375,0.234375,0.734375,0.046875,16.554414243157574
0.328125,0.984375,0.015625,0.234375,0.734375,0.234375,0.546875,16.851826625094905
0.453125,0.359375,0.890625,0.859375,0.109375,0.109375,0.921875,20.113266399615906
0.953125,0.859375,0.390625,0.359375,0.609375,0.609375,0.421875,13.721115219070738
0.703125,0.109375,0.140625,0.609375,0.859375,0.359375,0.171875,20.427801864045595
0.203125,0.609375,0.640625,0.109375,0.359375,0.859375,0.671875,14.909238054266224
0.140625,0.421875,0.078125,0.296875,0.421875,0.796875,0.859375,19.76931028957789
0.640625,0.921875,0.578125,0.796875,0.921875,0.296875,0.359375,15.90721353749709
0.890625,0.171875,0.828125,0.046875,0.671875,0.546875,0.109375,15.85782286051023
0.390625,0.671875,0.328125,0.546875,0.171875,0.046875,0.609375,18.79147492402412
0.265625,0.046875,0.703125,0.421875,0.546875,0.171875,0.984375,22.138599935456767
0.765625,0.546875,0.203125,0.921875,0.046875,0.671875,0.484375,18.486841192355037
0.515625,0.296875,0.453125,0.171875,0.296875,0.421875,0.234375,17.880324370058364
0.015625,0.796875,0.953125,0.671875,0.796875,0.921875,0.734375,14.963282519773795
0.0234375,0.3984375,0.4453125,0.8046875,0.2109375,0.8671875,0.3984375,20.1507608696726
0.5234375,0.8984375,0.9453125,0.3046875,0.7109375,0.3671875,0.8984375,13.108461293583126
0.7734375,0.1484375,0.6953125,0.5546875,0.9609375,0.6171875,0.6484375,18.639073098116704
0.2734375,0.6484375,0.1953125,0.0546875,0.4609375,0.1171875,0.1484375,17.27081526139985
0.3984375,0.0234375,0.8203125,0.9296875,0.8359375,0.2421875,0.2734375,21.1199640646941
0.8984375,0.5234375,0.3203125,0.4296875,0.3359375,0.7421875,0.7734375,15.833702961857202
0.6484375,0.2734375,0.0703125,0.6796875,0.0859375,0.4921875,0.5234375,20.75944162314821
