density,radius,drag_coefficient,mass,h,alpha,v0,x_max
0.5,0.5,0.5,0.5,0.5,0.5,0.5,17.82001724625954
0.75,0.25,0.75,0.25,0.75,0.25,0.75,17.89808947484749
0.25,0.75,0.25,0.75,0.25,0.75,0.25,17.793570528996813
0.375,0.375,0.625,0.125,0.875,0.875,0.125,16.191518339192026
0.875,0.875,0.125,0.625,0.375,0.375,0.625,16.41415898516547
0.625,0.125,0.375,0.375,0.125,0.625,0.875,20.01206748767234
0.125,0.625,0.875,0.875,0.625,0.125,0.375,18.677365225752524
0.1875,0.3125,0.3125,0.6875,0.5625,0.1875,0.0625,20.088030260059657
0.6875,0.8125,0.8125,0.1875,0.0625,0.6875,0.5625,12.424108244755592
0.9375,0.0625,0.5625,0.9375,0.3125,0.4375,0.8125,21.136582397067272
0.4375,0.5625,0.0625,0.4375,0.8125,0.9375,0.3125,17.598612978179506
0.3125,0.1875,0.9375,0.5625,0.4375,0.8125,0.1875,18.185001018016333
0.8125,0.6875,0.4375,0.0625,0.9375,0.3125,0.6875,14.960477987227469
0.5625,0.4375,0.1875,0.8125,0.6875,0.5625,0.9375,20.35730920628062
0.0625,0.9375,0.6875,0.3125,0.1875,0.0625,0.4375,16.44805236508103
0.09375,0.46875,0.84375,0.40625,0.28125,0.34375,0.53125,18.37924028538228
0.59375,0.96875,0.34375,0.90625,0.78125,0.84375,0.03125,15.327593205321632
0.84375,0.21875,0.09375,0.15625,0.53125,0.09375,0.28125,18.931692367919428
0.34375,0.71875,0.59375,0.65625,0.03125,0.59375,0.78125,16.942999786437547
0.46875,0.09375,0.46875,0.28125,0.65625,0.71875,0.65625,19.662423533133865
0.96875,0.59375,0.96875,0.78125,0.15625,0.21875,0.15625,15.699668688135958
0.71875,0.34375,0.71875,0.03125,0.40625,0.96875,0.40625,14.360117187957687
0.21875,0.84375,0.21875,0.53125,0.90625,0.46875,0.90625,17.89011117638981
0.15625,0.15625,0.53125,0.84375,0.84375,0.40625,0.59375,22.39535520689861
0.65625,0.65625,0.03125,0.34375,0.34375,0.90625,0.09375,16.118638173334087
0.90625,0.40625,0.28125,0.59375,0.09375,0.15625,0.34375,18.494910471186788
0.40625,0.90625,0.78125,0.09375,0.59375,0.65625,0.84375,11.908277158893922
0.28125,0.28125,0.15625,0.96875,0.21875,0.53125,0.71875,22.85595319758933
0.78125,0.78125,0.65625,0.46875,0.71875,0.03125,0.21875,15.564166678326925
0.53125,0.03125,0.90625,0.71875,0.96875,0.78125,0.46875,19.581994958014032
0.03125,0.53125,0.40625,0.21875,0.46875,0.28125,0.96875,19.558789584848743
0.046875,0.265625,0.609375,0.578125,0.703125,0.640625,0.265625,19.91387298233533
0.546875,0.765625,0.109375,0.078125,0.203125,0.140625,0.765625,17.025622491609067
0.796875,0.015625,0.359375,0.828125,0.453125,0.890625,0.515625,20.761667664802697
0.296875,0.515625,0.859375,0.328125,0.953125,0.390625,0.015625,16.381324305867402
0.421875,0.140625,0.234375,0.703125,0.328125,0.265625,0.390625,21.70539546981745
0.921875,0.640625,0.734375,0.203125,0.828125,0.765625,0.890625,11.74400526709913
0.671875,0.390625,0.984375,0.953125,0.578125,0.015625,0.640625,19.007776133820077
0.171875,0.890625,0.484375,0.453125,0.078125,0.515625,0.140625,16.120983912905718
0.234375,0.078125,0.796875,0.140625,0.140625,0.578125,0.328125,18.90376394398086
0.734375,0.578125,0.296875,0.640625,0.640625,0.078125,0.828125,18.991745598834033
0.984375,0.328125,0.046875,0.390625,0.890625,0.828125,0.578125,17.768528439867826
0.484375,0.828125,0.546875,0.890625,0.390625,0.328125,0.078125,16.713188307311707
0.359375,0.453125,0.421875,0.015625,0.765625,0.453125,0.453125,17.285479548481742
0.859375,0.953125,0.921875,0.515625,0.265625,0.953125,0.953125,7.96216627652649
0.609375,0.203125,0.671875,0.265625,0.015625,0.203125,0.703125,19.001248855538506
0.109375,0.703125,0.171875,0.765625,0.515625,0.703125,0.203125,18.776844603361603
0.078125,0.234375,0.265625,0.984375,0.984375,0.984375,0.796875,22.715642726965026
0.578125,0.734375,0.765625,0.484375,0.484375,0.484375,0.296875,15.289167339127497
0.828125,0.484375,0.515625,0.734375,0.234375,0.734375,0.046875,16.585013201787987
0.328125,0.984375,0.015625,0.234375,0.734375,0.234375,0.546875,16.903002336092577
0.453125,0.359375,0.890625,0.859375,0.109375,0.109375,0.921875,20.15615241895363
0.953125,0.859375,0.390625,0.359375,0.609375,0.609375,0.421875,13.808642847793939
0.703125,0.109375,0.140625,0.609375,0.859375,0.359375,0.171875,20.422852146216158
0.203125,0.609375,0.640625,0.109375,0.359375,0.859375,0.671875,15.012071594099236
0.140625,0.421875,0.078125,0.296875,0.421875,0.796875,0.859375,19.834410216658856
0.640625,0.921875,0.578125,0.796875,0.921875,0.296875,0.359375,15.955772229170616
0.890625,0.171875,0.828125,0.046875,0.671875,0.546875,0.109375,15.895141111748883
0.390625,0.671875,0.328125,0.546875,0.171875,0.046875,0.609375,18.821403497976146
0.265625,0.046875,0.703125,0.421875,0.546875,0.171875,0.984375,22.170602836222667
0.765625,0.546875,0.203125,0.921875,0.046875,0.671875,0.484375,18.53057258014702
0.515625,0.296875,0.453125,0.171875,0.296875,0.421875,0.234375,17.903403353350807
0.015625,0.796875,0.953125,0.671875,0.796875,0.921875,0.734375,15.072618844612387
0.0234375,0.3984375,0.4453125,0.8046875,0.2109375,0.8671875,0.3984375,20.178448061719706
0.5234375,0.8984375,0.9453125,0.3046875,0.7109375,0.3671875,0.8984375,13.237359008005415
0.7734375,0.1484375,0.6953125,0.5546875,0.9609375,0.6171875,0.6484375,18.69244316149791
0.2734375,0.6484375,0.1953125,0.0546875,0.4609375,0.1171875,0.1484375,17.28484193079806
0.3984375,0.0234375,0.8203125,0.9296875,0.8359375,0.2421875,0.2734375,21.1126768492838
0.8984375,0.5234375,0.3203125,0.4296875,0.3359375,0.7421875,0.7734375,15.93093694609156
0.6484375,0.2734375,0.0703125,0.6796875,0.0859375,0.4921875,0.5234375,20.780111332892726
0.1484375,0.7734375,0.5703125,0.1796875,0.5859375,0.9921875,0.0234375,14.585601032264224
0.2109375,0.2109375,0.1328125,0.4921875,0.6484375,0.9296875,0.4609375,20.828296909852195
0.7109375,0.7109375,0.6328125,0.9921875,0.1484375,0.4296875,0.9609375,17.208339917171894
0.9609375,0.4609375,0.8828125,0.2421875,0.3984375,0.6796875,0.7109375,13.706671955012645
0.4609375,0.9609375,0.3828125,0.7421875,0.8984375,0.1796875,0.2109375,16.64930758949839
0.3359375,0.3359375,0.5078125,0.3671875,0.2734375,0.0546875,0.3359375,19.20998729962574
0.8359375,0.8359375,0.0078125,0.8671875,0.7734375,0.5546875,0.8359375,17.422896168185712
0.5859375,0.0859375,0.2578125,0.1171875,0.5234375,0.3046875,0.5859375,20.259035468314664
0.0859375,0.5859375,0.7578125,0.6171875,0.0234375,0.8046875,0.0859375,17.051002182352782
0.1171875,0.1171875,0.6640625,0.6484375,0.4921875,0.5234375,0.9296875,22.263522097143483
0.6171875,0.6171875,0.1640625,0.1484375,0.9921875,0.0234375,0.4296875,17.551738121528466
0.8671875,0.3671875,0.4140625,0.8984375,0.7421875,0.7734375,0.1796875,17.976351802469264
