density,radius,drag_coefficient,mass,h,alpha,v0,x_max
0.5,0.5,0.5,0.5,0.5,0.5,0.5,17.670840244435624
0.75,0.25,0.75,0.25,0.75,0.25,0.75,17.716970220385182
0.25,0.75,0.25,0.75,0.25,0.75,0.25,17.682903530343598
0.375,0.375,0.625,0.125,0.875,0.875,0.125,16.051604269427735
0.875,0.875,0.125,0.625,0.375,0.375,0.625,16.201895615404535
0.625,0.125,0.375,0.375,0.125,0.625,0.875,19.825367375115725
0.125,0.625,0.875,0.875,0.625,0.125,0.375,18.619870410750462
0.1875,0.3125,0.3125,0.6875,0.5625,0.1875,0.0625,20.131010714333925
0.6875,0.8125,0.8125,0.1875,0.0625,0.6875,0.5625,12.040259141330097
0.9375,0.0625,0.5625,0.9375,0.3125,0.4375,0.8125,21.0157682916311
0.4375,0.5625,0.0625,0.4375,0.8125,0.9375,0.3125,17.451016861717747
0.3125,0.1875,0.9375,0.5625,0.4375,0.8125,0.1875,18.09543145867395
0.8125,0.6875,0.4375,0.0625,0.9375,0.3125,0.6875,14.68861349827775
0.5625,0.4375,0.1875,0.8125,0.6875,0.5625,0.9375,20.172190398314726
0.0625,0.9375,0.6875,0.3125,0.1875,0.0625,0.4375,16.315477347050514
0.09375,0.46875,0.84375,0.40625,0.28125,0.34375,0.53125,18.255865813738755
0.59375,0.96875,0.34375,0.90625,0.78125,0.84375,0.03125,15.18371282825203
0.84375,0.21875,0.09375,0.15625,0.53125,0.09375,0.28125,18.903342766969963
0.34375,0.71875,0.59375,0.65625,0.03125,0.59375,0.78125,16.68791978786339
0.46875,0.09375,0.46875,0.28125,0.65625,0.71875,0.65625,19.510437627731648
0.96875,0.59375,0.96875,0.78125,0.15625,0.21875,0.15625,15.592401435357374
0.71875,0.34375,0.71875,0.03125,0.40625,0.96875,0.40625,14.075392114236099
0.21875,0.84375,0.21875,0.53125,0.90625,0.46875,0.90625,17.645171632537163
0.15625,0.15625,0.53125,0.84375,0.84375,0.40625,0.59375,22.3603708150202
0.65625,0.65625,0.03125,0.34375,0.34375,0.90625,0.09375,15.980609565228981
0.90625,0.40625,0.28125,0.59375,0.09375,0.15625,0.34375,18.43609898078058
0.40625,0.90625,0.78125,0.09375,0.59375,0.65625,0.84375,11.419135608127116
0.28125,0.28125,0.15625,0.96875,0.21875,0.53125,0.71875,22.79306241208866
0.78125,0.78125,0.65625,0.46875,0.71875,0.03125,0.21875,15.455023067666177
0.53125,0.03125,0.90625,0.71875,0.96875,0.78125,0.46875,19.46540284764306
0.03125,0.53125,0.40625,0.21875,0.46875,0.28125,0.96875,19.37189580079526
0.046875,0.265625,0.609375,0.578125,0.703125,0.640625,0.265625,19.866195643477504
0.546875,0.765625,0.109375,0.078125,0.203125,0.140625,0.765625,16.82404064173943
0.796875,0.015625,0.359375,0.828125,0.453125,0.890625,0.515625,20.658883476647187
0.296875,0.515625,0.859375,0.328125,0.953125,0.390625,0.015625,16.310234549996597
0.421875,0.140625,0.234375,0.703125,0.328125,0.265625,0.390625,21.71174574962662
0.921875,0.640625,0.734375,0.203125,0.828125,0.765625,0.890625,11.220412236551336
0.671875,0.390625,0.984375,0.953125,0.578125,0.015625,0.640625,18.91027293090833
0.171875,0.890625,0.484375,0.453125,0.078125,0.515625,0.140625,16.0047867893767
0.234375,0.078125,0.796875,0.140625,0.140625,0.578125,0.328125,18.820945368705477
0.734375,0.578125,0.296875,0.640625,0.640625,0.078125,0.828125,18.84363672782222
0.984375,0.328125,0.046875,0.390625,0.890625,0.828125,0.578125,17.567731316726462
0.484375,0.828125,0.546875,0.890625,0.390625,0.328125,0.078125,16.64448926482349
0.359375,0.453125,0.421875,0.015625,0.765625,0.453125,0.453125,17.135156125384484
0.859375,0.953125,0.921875,0.515625,0.265625,0.953125,0.953125,7.152818165187266
0.609375,0.203125,0.671875,0.265625,0.015625,0.203125,0.703125,18.86988917825795
0.109375,0.703125,0.171875,0.765625,0.515625,0.703125,0.203125,18.708626688820363
0.078125,0.234375,0.265625,0.984375,0.984375,0.984375,0.796875,22.588387902175995
0.578125,0.734375,0.765625,0.484375,0.484375,0.484375,0.296875,15.111170414600366
0.828125,0.484375,0.515625,0.734375,0.234375,0.734375,0.046875,16.48634159775615
0.328125,0.984375,0.015625,0.234375,0.734375,0.234375,0.546875,16.74012292039774
0.453125,0.359375,0.890625,0.859375,0.109375,0.109375,0.921875,20.019086413413476
0.953125,0.859375,0.390625,0.359375,0.609375,0.609375,0.421875,13.532896326008474
0.703125,0.109375,0.140625,0.609375,0.859375,0.359375,0.171875,20.433426943385392
0.203125,0.609375,0.640625,0.109375,0.359375,0.859375,0.671875,14.689881030412522
0.140625,0.421875,0.078125,0.296875,0.421875,0.796875,0.859375,19.629035901539847
0.640625,0.921875,0.578125,0.796875,0.921875,0.296875,0.359375,15.80110809590972
0.890625,0.171875,0.828125,0.046875,0.671875,0.546875,0.109375,15.774847872837903
0.390625,0.671875,0.328125,0.546875,0.171875,0.046875,0.609375,18.72286554636698
0.265625,0.046875,0.703125,0.421875,0.546875,0.171875,0.984375,22.065877968086205
0.765625,0.546875,0.203125,0.921875,0.046875,0.671875,0.484375,18.39197992155367
0.515625,0.296875,0.453125,0.171875,0.296875,0.421875,0.234375,17.826295485201868
0.015625,0.796875,0.953125,0.671875,0.796875,0.921875,0.734375,14.728189830484311
0.0234375,0.3984375,0.4453125,0.8046875,0.2109375,0.8671875,0.3984375,20.089383707468283
0.5234375,0.8984375,0.9453125,0.3046875,0.7109375,0.3671875,0.8984375,12.830960150882312
0.7734375,0.1484375,0.6953125,0.5546875,0.9609375,0.6171875,0.6484375,18.523867034335154
0.2734375,0.6484375,0.1953125,0.0546875,0.4609375,0.1171875,0.1484375,17.23674631216674
0.3984375,0.0234375,0.8203125,0.9296875,0.8359375,0.2421875,0.2734375,21.13034332478901
0.8984375,0.5234375,0.3203125,0.4296875,0.3359375,0.7421875,0.7734375,15.62616714824143
0.6484375,0.2734375,0.0703125,0.6796875,0.0859375,0.4921875,0.5234375,20.711660282236544
0.1484375,0.7734375,0.5703125,0.1796875,0.5859375,0.9921875,0.0234375,14.408157758945723
0.2109375,0.2109375,0.1328125,0.4921875,0.6484375,0.9296875,0.4609375,20.737116224873223
0.7109375,0.7109375,0.6328125,0.9921875,0.1484375,0.4296875,0.9609375,16.931087197340208
0.9609375,0.4609375,0.8828125,0.2421875,0.3984375,0.6796875,0.7109375,13.337580006556667
0.4609375,0.9609375,0.3828125,0.7421875,0.8984375,0.1796875,0.2109375,16.561706795835278
0.3359375,0.3359375,0.5078125,0.3671875,0.2734375,0.0546875,0.3359375,19.18227857013429
0.8359375,0.8359375,0.0078125,0.8671875,0.7734375,0.5546875,0.8359375,17.171561658712548
0.5859375,0.0859375,0.2578125,0.1171875,0.5234375,0.3046875,0.5859375,20.179044477874072
0.0859375,0.5859375,0.7578125,0.6171875,0.0234375,0.8046875,0.0859375,16.951627592417537
0.1171875,0.1171875,0.6640625,0.6484375,0.4921875,0.5234375,0.9296875,22.136775514026528
0.6171875,0.6171875,0.1640625,0.1484375,0.9921875,0.0234375,0.4296875,17.456628947659222
0.8671875,0.3671875,0.4140625,0.8984375,0.7421875,0.7734375,0.1796875,17.883356140544823
0.3671875,0.8671875,0.9140625,0.3984375,0.2421875,0.2734375,0.6796875,14.841061940971551
0.4921875,0.4921875,0.0390625,0.5234375,0.6171875,0.3984375,0.8046875,19.970518011590716
0.9921875,0.9921875,0.5390625,0.0234375,0.1171875,0.8984375,0.3046875,9.662700280193379
0.7421875,0.2421875,0.7890625,0.7734375,0.3671875,0.1484375,0.0546875,18.190594571676186
0.2421875,0.7421875,0.2890625,0.2734375,0.8671875,0.6484375,0.5546875,16.49386068593019
0.1796875,0.3046875,0.9765625,0.0859375,0.9296875,0.7109375,0.9921875,16.04712502053398
0.6796875,0.8046875,0.4765625,0.5859375,0.4296875,0.2109375,0.4921875,16.32428562491807
0.9296875,0.0546875,0.2265625,0.3359375,0.1796875,0.9609375,0.2421875,18.3065606886762
0.4296875,0.5546875,0.7265625,0.8359375,0.6796875,0.4609375,0.7421875,18.124465614020586
0.3046875,0.1796875,0.3515625,0.2109375,0.0546875,0.3359375,0.8671875,20.84573565445889
0.8046875,0.6796875,0.8515625,0.7109375,0.5546875,0.8359375,0.3671875,14.022210514310062
0.5546875,0.4296875,0.6015625,0.4609375,0.8046875,0.0859375,0.1171875,17.602099956651386
0.0546875,0.9296875,0.1015625,0.9609375,0.3046875,0.5859375,0.6171875,19.1967052407439
0.0390625,0.1328125,0.9296875,0.3515625,0.5078125,0.4765625,0.1328125,19.10994738295146
0.5390625,0.6328125,0.4296875,0.8515625,0.0078125,0.9765625,0.6328125,16.46680357337055
0.7890625,0.3828125,0.1796875,0.1015625,0.2578125,0.2265625,0.8828125,18.20771096649669
0.2890625,0.8828125,0.6796875,0.6015625,0.7578125,0.7265625,0.3828125,15.023861669765395
0.4140625,0.2578125,0.3046875,0.4765625,0.3828125,0.6015625,0.0078125,18.840268600005
0.9140625,0.7578125,0.8046875,0.9765625,0.8828125,0.1015625,0.5078125,16.32804745913431
0.6640625,0.0078125,0.5546875,0.2265625,0.6328125,0.8515625,0.7578125,18.545526853412955
0.1640625,0.5078125,0.0546875,0.7265625,0.1328125,0.3515625,0.2578125,20.47438378206999
0.2265625,0.4453125,0.7421875,0.9140625,0.0703125,0.2890625,0.1953125,19.117555694142137
0.7265625,0.9453125,0.2421875,0.4140625,0.5703125,0.7890625,0.6953125,13.190336851079238
0.9765625,0.1953125,0.4921875,0.6640625,0.8203125,0.0390625,0.9453125,20.324867069825373
0.4765625,0.6953125,0.9921875,0.1640625,0.3203125,0.5390625,0.4453125,13.72843260373495
0.3515625,0.0703125,0.1171875,0.7890625,0.9453125,0.6640625,0.0703125,21.51663203714129
0.8515625,0.5703125,0.6171875,0.2890625,0.4453125,0.1640625,0.5703125,16.017544902265534
0.6015625,0.3203125,0.8671875,0.5390625,0.1953125,0.9140625,0.8203125,15.82787080415164
0.1015625,0.8203125,0.3671875,0.0390625,0.6953125,0.4140625,0.3203125,16.046589373146034
0.0703125,0.3515625,0.2109375,0.1953125,0.7890625,0.1328125,0.6640625,20.928257842680615
0.5703125,0.8515625,0.7109375,0.6953125,0.2890625,0.6328125,0.1640625,14.835549820721766
0.8203125,0.1015625,0.9609375,0.4453125,0.0390625,0.3828125,0.4140625,17.9280294977799
0.3203125,0.6015625,0.4609375,0.9453125,0.5390625,0.8828125,0.9140625,17.94194247238035
