density,radius,drag_coefficient,mass,h,alpha,v0,x_max
0.5,0.5,0.5,0.5,0.5,0.5,0.5,17.858633970407347
0.75,0.25,0.75,0.25,0.75,0.25,0.75,17.945502829939294
0.25,0.75,0.25,0.75,0.25,0.75,0.25,17.822143336179728
0.375,0.375,0.625,0.125,0.875,0.875,0.125,16.22820514468283
0.875,0.875,0.125,0.625,0.375,0.375,0.625,16.469792113998352
0.625,0.125,0.375,0.375,0.125,0.625,0.875,20.061288397563448
0.125,0.625,0.875,0.875,0.625,0.125,0.375,18.690718183418713
0.1875,0.3125,0.3125,0.6875,0.5625,0.1875,0.0625,20.07338246606476
0.6875,0.8125,0.8125,0.1875,0.0625,0.6875,0.5625,12.525718732692518
0.9375,0.0625,0.5625,0.9375,0.3125,0.4375,0.8125,21.167416123331854
0.4375,0.5625,0.0625,0.4375,0.8125,0.9375,0.3125,17.6375929270391
0.3125,0.1875,0.9375,0.5625,0.4375,0.8125,0.1875,18.207784697383932
0.8125,0.6875,0.4375,0.0625,0.9375,0.3125,0.6875,15.032446198685648
0.5625,0.4375,0.1875,0.8125,0.6875,0.5625,0.9375,20.40640358800592
0.0625,0.9375,0.6875,0.3125,0.1875,0.0625,0.4375,16.48178110746671
0.09375,0.46875,0.84375,0.40625,0.28125,0.34375,0.53125,18.410841277066382
0.59375,0.96875,0.34375,0.90625,0.78125,0.84375,0.03125,15.364904468915158
0.84375,0.21875,0.09375,0.15625,0.53125,0.09375,0.28125,18.93645472323655
0.34375,0.71875,0.59375,0.65625,0.03125,0.59375,0.78125,17.011146428566644
0.46875,0.09375,0.46875,0.28125,0.65625,0.71875,0.65625,19.702406616843678
0.96875,0.59375,0.96875,0.78125,0.15625,0.21875,0.15625,15.726389065545597
0.71875,0.34375,0.71875,0.03125,0.40625,0.96875,0.40625,14.435857171479828
0.21875,0.84375,0.21875,0.53125,0.90625,0.46875,0.90625,17.95490357092286
0.15625,0.15625,0.53125,0.84375,0.84375,0.40625,0.59375,22.40251135488281
0.65625,0.65625,0.03125,0.34375,0.34375,0.90625,0.09375,16.15443771382562
0.90625,0.40625,0.28125,0.59375,0.09375,0.15625,0.34375,18.50827397129102
0.40625,0.90625,0.78125,0.09375,0.59375,0.65625,0.84375,12.037870103837726
0.28125,0.28125,0.15625,0.96875,0.21875,0.53125,0.71875,22.870763240170756
0.78125,0.78125,0.65625,0.46875,0.71875,0.03125,0.21875,15.591192239422687
0.53125,0.03125,0.90625,0.71875,0.96875,0.78125,0.46875,19.61182090988681
0.03125,0.53125,0.40625,0.21875,0.46875,0.28125,0.96875,19.607607027078284
0.046875,0.265625,0.609375,0.578125,0.703125,0.640625,0.265625,19.92453383827951
0.546875,0.765625,0.109375,0.078125,0.203125,0.140625,0.765625,17.077969419924667
0.796875,0.015625,0.359375,0.828125,0.453125,0.890625,0.515625,20.788087407334586
0.296875,0.515625,0.859375,0.328125,0.953125,0.390625,0.015625,16.398162205344644
0.421875,0.140625,0.234375,0.703125,0.328125,0.265625,0.390625,21.700624965661767
0.921875,0.640625,0.734375,0.203125,0.828125,0.765625,0.890625,11.882947698178237
0.671875,0.390625,0.984375,0.953125,0.578125,0.015625,0.640625,19.031648365059727
0.171875,0.890625,0.484375,0.453125,0.078125,0.515625,0.140625,16.150585288901492
0.234375,0.078125,0.796875,0.140625,0.140625,0.578125,0.328125,18.924176406719834
0.734375,0.578125,0.296875,0.640625,0.640625,0.078125,0.828125,19.02970479890608
0.984375,0.328125,0.046875,0.390625,0.890625,0.828125,0.578125,17.82158437945963
0.484375,0.828125,0.546875,0.890625,0.390625,0.328125,0.078125,16.72937660362564
0.359375,0.453125,0.421875,0.015625,0.765625,0.453125,0.453125,17.32434114167619
0.859375,0.953125,0.921875,0.515625,0.265625,0.953125,0.953125,8.173457425464155
0.609375,0.203125,0.671875,0.265625,0.015625,0.203125,0.703125,19.03455703359979
0.109375,0.703125,0.171875,0.765625,0.515625,0.703125,0.203125,18.793597823390083
0.078125,0.234375,0.265625,0.984375,0.984375,0.984375,0.796875,22.74900240665707
0.578125,0.734375,0.765625,0.484375,0.484375,0.484375,0.296875,15.335864522259019
0.828125,0.484375,0.515625,0.734375,0.234375,0.734375,0.046875,16.609849233752723
0.328125,0.984375,0.015625,0.234375,0.734375,0.234375,0.546875,16.945064292202083
