density,radius,drag_coefficient,mass,h,alpha,v0,x_max
0.6482638597539996,0.8836177472579008,0.7000024781324906,0.40632023533446093,0.6898793101967993,0.7980571032605562,0.05737451184126119,13.425806175632774
0.016063610760855274,0.0028567966489702057,0.024412392340281364,0.09725595373134277,0.38146203489991215,0.9914509534775393,0.49447777051320674,21.998767693515926
0.6510628880789946,0.6402065656212712,0.2935129288693191,0.6811682932581921,0.9111691072488137,0.7752207139271206,0.8160906161121797,16.885792697059664
0.6607165643831242,0.6583588564001752,0.30477698794338226,0.0999758495877121,0.7068126423301117,0.5246075962858914,0.5474967174528307,15.631688161032319
0.7519857966176584,0.9124230629455266,0.7869219336401526,0.08913901834619886,0.985685671492546,0.744647701342999,0.7726759125771593,10.120861467879719
0.5583007656505914,0.5108715218532394,0.09086689633439249,0.12733611826498692,0.19180863236649748,0.7860246426042871,0.44067485060328404,16.951554851006865
0.15498542663660886,0.11332951783235368,0.8063780660224458,0.7476470743794189,0.5995661206923003,0.3234276945994684,0.3424007125662779,20.998688166695402
0.06709403242600964,0.03041449775932592,0.9551211431177888,0.3057233650807474,0.8754073354325551,0.8383473101937726,0.18140854260449357,19.081791244319554
0.03986380903755682,0.14302039392925903,0.5998265644287543,0.04779629490783821,0.20425858921194884,0.6467137839565401,0.2473732950902765,19.098632541479073
0.7167702238708726,0.6823245364328148,0.6778039805780611,0.6588372464785641,0.7382249738513682,0.12502095339532004,0.7086204673253632,17.09704734584284
0.6283990500981969,0.4888287267830953,0.8965860565359262,0.08678543102251246,0.7704988155157374,0.21218540728611635,0.11332235030790727,15.402819798923957
0.42637029475630117,0.8827419624877373,0.5098671275164971,0.3352923662961035,0.005792265637170391,0.5010655028120914,0.8581914711562917,15.00522046002791
0.4564035518182671,0.9041787609369848,0.9010844485792938,0.09658298842165325,0.38084061541143954,0.7685274140347161,0.5522887594995703,11.66511006153203
0.19895451056781022,0.015045626224075015,0.20053788660059213,0.9829274393765548,0.03945513750571272,0.9633270784184111,0.6652490793469776,24.03917715506584
0.8149054943717852,0.6889976941026297,0.5126026634776808,0.7178151394299727,0.51217050519697,0.8015114182055532,0.2490822931758805,15.477120686460824
0.3010371946957475,0.9959638777315579,0.32292057726115775,0.3137547082943589,0.008910057721700948,0.21247714672282703,0.4182890587831751,16.19999674055027
0.5283536769462306,0.2667053740213938,0.7796210925344781,0.9164263745662096,0.8894763069237721,0.8729221522658237,0.7216983673727876,18.874578942689688
0.30784868452196446,0.25066905190313093,0.875515288748702,0.3406800353728696,0.2148922115315809,0.16064806756036398,0.6098027852499303,19.224398665146712
0.3879585161984087,0.16246392642802177,0.19947282924470333,0.7613242911908342,0.12395243297358505,0.9792166090578199,0.6461429912871078,21.409544398979797
0.6724477804492047,0.03802508331554699,0.2992707584861981,0.17265908923266815,0.66432741314655,0.4075212129302086,0.7558353146969693,20.515486934880116
0.4641258687809253,0.11026287659661571,0.22652141625339284,0.756451096662597,0.4153651575220002,0.8375734001023106,0.37372336201644984,21.204217572659548
0.17482266505119515,0.4758191141004514,0.04481451205115283,0.7126634923696249,0.4279754911362662,0.7146747017629975,0.5683371949846701,20.87596462422079
0.5746839575292269,0.6705432809409706,0.6450056809826333,0.2953497341320013,0.8088172222995399,0.4556360022042716,0.015967721751027786,15.274543778083652
0.6269104403870861,0.1381021845612611,0.7463761631360979,0.8911397177637109,0.9492669511203982,0.7789919172638792,0.9448896911183098,19.952194866713317
0.15066039805282672,0.8649926149340944,0.9770759700496352,0.2673672461656633,0.04684253671050076,0.5059765100527087,0.24058641697353456,14.632235809847087
0.8020028799794798,0.9261282774259295,0.029023767379238508,0.7975979677120351,0.6070345450429612,0.41073328961209365,0.2832909946265868,16.83743849364261
0.246062494002954,0.046172313139367094,0.9382735024005173,0.7284357227560012,0.0035032060003349352,0.9326307737201491,0.09778373475585511,19.323905807654068
0.5070129004874184,0.8905441085036553,0.7180950931414863,0.5273958721336296,0.817736806488307,0.25452010322244,0.3049841108236576,15.467890466830658
0.9457962270775225,0.6074039306373211,0.030518637499720724,0.7668598233841584,0.03618225010052645,0.26954971012741025,0.6129222144025672,18.83490218798904
0.7149809799452498,0.41030959975382353,0.8923559535413927,0.6174340666816468,0.7862009837527222,0.7943677950394686,0.5233737018003419,16.063392891272983
0.9832651561255338,0.2661037955761727,0.16390343734488033,0.9657531300416141,0.7416185196955142,0.009000053711070821,0.6428205697722267,21.29994914590822
0.7769595372384676,0.7332687345200178,0.807625057001205,0.4121806690543608,0.5315364825367057,0.501217150741291,0.12035064179338673,14.372478476515065
0.8354115195983558,0.010151743413052916,0.28521419318652685,0.6521384948224266,0.8152445136238288,0.27317917820611204,0.032202637735873285,19.9397683837642
0.36858403467043466,0.17032021151521226,0.47556455008091547,0.18111716208454698,0.1619353389257634,0.7978550218025935,0.7115268116021908,18.899189731263494
0.7448742540368822,0.7150385142149359,0.17988741933273256,0.7201725555925202,0.2831809210119176,0.7813389685434778,0.19945972002532497,16.581882414661248
0.7842999780628225,0.44880377972597774,0.11129738199321915,0.3257301399764949,0.8989341973772158,0.047849005448487136,0.33868390925382286,18.45923692896836
0.300987445916038,0.4867903874694177,0.8029964400617512,0.735833337021764,0.924364412370843,0.4175079815853584,0.04544788660322541,17.685524232709398
0.8997382317501108,0.2847683800511912,0.5653716295824985,0.5507405977507327,0.36391873329294,0.6888563273414434,0.37312549219055513,17.419147546664128
0.10135961746556965,0.8057715964798781,0.9657638548261179,0.9491149485936439,0.206578480049613,0.2880501138437608,0.22089715706045454,17.294897000626765
0.8242716718126941,0.9041710485298037,0.44809096286138994,0.7431804818070199,0.06286325553825423,0.9107229572287309,0.8571607420544467,13.001875916127954
0.7865233938377083,0.2231876699373363,0.5017608716049231,0.7340194627932186,0.648543799525176,0.3039252282490015,0.27361789289689675,19.2535383874707
0.10947030082774789,0.9354197292218482,0.1348605299380422,0.814895586417465,0.5159874804733423,0.832489692762155,0.18196979064440066,17.517724040708767
0.6169573673268318,0.45040610589508134,0.41126220080156095,0.08475793105331275,0.01934698671748103,0.8150932960225804,0.7051572910070851,15.63605640200804
0.6598093494127517,0.7500956763192738,0.787569790594948,0.6796600278457562,0.09295647789728523,0.00997319045532652,0.3320840315745216,16.434906684364314
0.526615665186056,0.38981810064830025,0.9537774813456885,0.7424709351237001,0.7530057525548005,0.5160533558675172,0.6042725202547324,17.900404442500122
0.08923173560021502,0.04640855445859471,0.3423436039159561,0.6566469807621957,0.8849618412735731,0.9865216866064962,0.2936247233231758,21.707857789504132
0.5138404613280333,0.32818556102611085,0.5021806137216532,0.6695969341500577,0.2406345801112577,0.40452161387533025,0.26642870015727216,19.06907535076872
